source_path,destination_path,detected_domain,keep_skip_review,confidence,title,reason
input\pdfs\neuroscience_cognition\Differential-Impact-of-Behavioral-Relevance-on-Qua.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Differential-Impact-of-Behavioral-Relevance-on-Qua.pdf,unknown,review,low,Differential Impact of Behavioral Relevance on Quantity Coding in Primate Frontal and Parietal Neurons,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Entangled-cellular-and-molecular-relationships-at-.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Entangled-cellular-and-molecular-relationships-at-.pdf,unknown,review,low,Entangled cellular and molecular relationships at the sensory neuron-cancer interface,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Genetic-Dissection-of-a-Regionally-Differentiated-.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Genetic-Dissection-of-a-Regionally-Differentiated-.pdf,unknown,review,low,Genetic Dissection of a Regionally Differentiated Network for Exploratory Behavior in Drosophila Larvae,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Genetics--Dynamic-Cellular-Aging-Markers-Associate.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Genetics--Dynamic-Cellular-Aging-Markers-Associate.pdf,unknown,review,low,Genetics: Dynamic Cellular Aging Markers Associated with Major Depression,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Human-Cooperation--The-Race-to-Give_curbio.pdf,main_pdfs_corrected\physics\review\pdfs\neuroscience_cognition\Human-Cooperation--The-Race-to-Give_curbio.pdf,physics,review,low,Human Cooperation: The Race to Give,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Human-Evolution--Enhancing-the-Brain_curbio.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Human-Evolution--Enhancing-the-Brain_curbio.pdf,unknown,review,low,Human Evolution: Enhancing the Brain,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
"input\pdfs\neuroscience_cognition\Identification-of-the-peptide-Vulnusin,-a-wound-si.pdf","main_pdfs_corrected\biomedical\review\pdfs\neuroscience_cognition\Identification-of-the-peptide-Vulnusin,-a-wound-si.pdf",biomedical,review,low,"Identification of the peptide Vulnusin, a wound signal that mediates mechanical-injury-induced nociception in Drosophila",mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\neuroscience_cognition\Immunology--Dendritic-Cells-Pull-the-T-Cell’s-Stri.pdf,main_pdfs_corrected\physics\review\pdfs\neuroscience_cognition\Immunology--Dendritic-Cells-Pull-the-T-Cell’s-Stri.pdf,physics,review,low,Immunology: Dendritic Cells Pull the T Cell's Strings,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Innate-Predator-Odor-Aversion-Driven-by-Parallel-O.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Innate-Predator-Odor-Aversion-Driven-by-Parallel-O.pdf,unknown,review,low,Innate Predator Odor Aversion Driven by Parallel Olfactory Subsystems that Converge in the Ventromedial Hypothalamus,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Molecular-and-spatial-analysis-of-ganglion-cells-o.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Molecular-and-spatial-analysis-of-ganglion-cells-o.pdf,unknown,review,low,NEURON17228_grabs 1..1,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Neuroanatomy--Connectome-Connects-Fly-and-Mammalia.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Neuroanatomy--Connectome-Connects-Fly-and-Mammalia.pdf,unknown,review,low,Neuroanatomy: Connectome Connects Fly and Mammalian Brain Networks,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Neuron-Migration--Anillin-Protects-Leading-Edge-Ac.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Neuron-Migration--Anillin-Protects-Leading-Edge-Ac.pdf,unknown,review,low,Neuron Migration: Anillin Protects Leading Edge Actin,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Optogenetic-control-of-organelle-transport-using-a.pdf,main_pdfs_corrected\biomedical\review\pdfs\neuroscience_cognition\Optogenetic-control-of-organelle-transport-using-a.pdf,biomedical,review,low,Optogenetic control of organelle transport using a photocaged chemical inducer of dimerization,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\neuroscience_cognition\Oscillatory-Flow-Modulates-Mechanosensitive-klf2a-.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Oscillatory-Flow-Modulates-Mechanosensitive-klf2a-.pdf,unknown,review,low,Oscillatory Flow Modulates Mechanosensitive klf2a Expression through trpv4 and trpp2 during Heart Valve Development,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Photoperiod-Programs-Dorsal-Raphe-Serotonergic-Neu.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Photoperiod-Programs-Dorsal-Raphe-Serotonergic-Neu.pdf,unknown,review,low,Photoperiod Programs Dorsal Raphe Serotonergic Neurons and Affective Behaviors,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Plant-Grafting--Making-the-Right-Connections_curbi.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Plant-Grafting--Making-the-Right-Connections_curbi.pdf,unknown,review,low,Plant Grafting: Making the Right Connections,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Plant-Sex-Chromosomes--Lost-Genes-with-Little-Comp.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Plant-Sex-Chromosomes--Lost-Genes-with-Little-Comp.pdf,unknown,review,low,Plant Sex Chromosomes: Lost Genes with Little Compensation,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Root-Cap-Derived-Auxin-Pre-patterns-the-Longitudin.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Root-Cap-Derived-Auxin-Pre-patterns-the-Longitudin.pdf,unknown,review,low,Root Cap-Derived Auxin Pre-patterns the Longitudinal Axis of the Arabidopsis Root,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Sleep-Restores-Behavioral-Plasticity-to-Drosophila.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Sleep-Restores-Behavioral-Plasticity-to-Drosophila.pdf,unknown,review,low,Sleep Restores Behavioral Plasticity to Drosophila Mutants,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Spectral-filtering-enables-trichromatic-vision-in-.pdf,main_pdfs_corrected\physics\review\pdfs\neuroscience_cognition\Spectral-filtering-enables-trichromatic-vision-in-.pdf,physics,review,low,Spectral filtering enables trichromatic vision in colorful jumping spiders,mixed or weak signals; construction=structural; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Temporal-Dynamics-of-Avian-Populations-during-Plei.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Temporal-Dynamics-of-Avian-Populations-during-Plei.pdf,unknown,review,low,Temporal Dynamics of Avian Populations during Pleistocene Revealed by Whole-Genome Sequences,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\The-how-and-why-of-sleep--Motor-theory-and-catecho.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\The-how-and-why-of-sleep--Motor-theory-and-catecho.pdf,unknown,review,low,The how and why of sleep: Motor theory and catecholamine hypothesis,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\The-Importance-and-Benefits-of-Species_curbio.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\The-Importance-and-Benefits-of-Species_curbio.pdf,unknown,review,low,The Importance and Benefits of Species,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Traffic-of-p24-Proteins-and-COPII-Coat-Composition.pdf,main_pdfs_corrected\biomedical\review\pdfs\neuroscience_cognition\Traffic-of-p24-Proteins-and-COPII-Coat-Composition.pdf,biomedical,review,low,Traffic of p24 Proteins and COPII Coat Composition Mutually Influence Membrane Scaffolding,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\neuroscience_cognition\Transcriptional-Coordination-of-Synaptogenesis-and.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Transcriptional-Coordination-of-Synaptogenesis-and.pdf,unknown,review,low,Transcriptional Coordination of Synaptogenesis and Neurotransmitter Signaling,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Tumor-Metabolism--MAGE-A-Proteins-Help-TRIM-Turn O.pdf,main_pdfs_corrected\biomedical\review\pdfs\neuroscience_cognition\Tumor-Metabolism--MAGE-A-Proteins-Help-TRIM-Turn O.pdf,biomedical,review,low,Tumor Metabolism: MAGE-A Proteins Help TRIM Turn&nbsp;Over AMPK,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\neuroscience_cognition\Wild-Bearded-Capuchin-Monkeys-Crack-Nuts-Dexterous.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Wild-Bearded-Capuchin-Monkeys-Crack-Nuts-Dexterous.pdf,unknown,review,low,Wild Bearded Capuchin Monkeys Crack Nuts Dexterously,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\stem_cells_regen\00_INDEX_StemCell_Paper_Briefs.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\00_INDEX_StemCell_Paper_Briefs.pdf,biomedical,review,med,(anonymous),mixed or weak signals; construction=none; building_context=none; contamination=stem cell; climate=none
input\pdfs\stem_cells_regen\A-Role-for-Matrix-Metalloproteinases-in-Regulating.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\A-Role-for-Matrix-Metalloproteinases-in-Regulating.pdf,biomedical,review,med,A Role for Matrix Metalloproteinases in Regulating Mammary Stem Cell Function via the Wnt Signaling Pathway,mixed or weak signals; construction=none; building_context=none; contamination=stem cell; climate=none
input\pdfs\stem_cells_regen\A01_A_comprehensive_analysis_of_induced_pluripotent_stem_cell_iPSC_reprogramming_met.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\A01_A_comprehensive_analysis_of_induced_pluripotent_stem_cell_iPSC_reprogramming_met.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\A02_Induced_pluripotent_stem_cells_iPSCs.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\A02_Induced_pluripotent_stem_cells_iPSCs.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\A03_Multi_lineage_human_iPSC_derived_platforms_for_disease_modeling_and_drug_discove.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\A03_Multi_lineage_human_iPSC_derived_platforms_for_disease_modeling_and_drug_discove.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\A04_iPSC_derived_and_patient_derived_organoids_a_comparative_review.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\A04_iPSC_derived_and_patient_derived_organoids_a_comparative_review.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\A05_Identity_and_maturity_of_iPSC_derived_oligodendrocytes_in_2D_cultures_and_organo.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\A05_Identity_and_maturity_of_iPSC_derived_oligodendrocytes_in_2D_cultures_and_organo.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\A06_Balancing_serendipity_and_reproducibility_in_pluripotent_stem_cell_reprogramming.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\A06_Balancing_serendipity_and_reproducibility_in_pluripotent_stem_cell_reprogramming.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\A07_Stable_iPSC_derived_NKX2_1_lung_bud_tip_progenitor_organoids.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\A07_Stable_iPSC_derived_NKX2_1_lung_bud_tip_progenitor_organoids.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\A08_Generation_of_human_iPSC_derived_pancreatic_organoids_to_promote_acinar_lineage_.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\A08_Generation_of_human_iPSC_derived_pancreatic_organoids_to_promote_acinar_lineage_.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\And-Then-There-Were-None--No-Need-for-Pluripotency.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\And-Then-There-Were-None--No-Need-for-Pluripotency.pdf,biomedical,review,med,And Then There Were None: No Need for Pluripotency Factors to Induce Reprogramming,mixed or weak signals; construction=none; building_context=none; contamination=stem cell; climate=none
input\pdfs\stem_cells_regen\Architectural-Niche-Organization-by-LHX2-Is-Linked.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\Architectural-Niche-Organization-by-LHX2-Is-Linked.pdf,biomedical,review,med,Architectural Niche Organization by LHX2 Is Linked to Hair Follicle Stem Cell Function,mixed or weak signals; construction=none; building_context=none; contamination=stem cell; climate=none
input\pdfs\stem_cells_regen\B01_Mesenchymal_stem_cell_derived_secretome_immunomodulatory_effects_in_immune_media.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\B01_Mesenchymal_stem_cell_derived_secretome_immunomodulatory_effects_in_immune_media.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\B02_Mesenchymal_stromal_cell_secretome_for_the_treatment_of_immune_mediated_inflamma.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\B02_Mesenchymal_stromal_cell_secretome_for_the_treatment_of_immune_mediated_inflamma.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\B03_Mesenchymal_stromal_cell_secretome_influencing_immune_responses_through_precondi.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\B03_Mesenchymal_stromal_cell_secretome_influencing_immune_responses_through_precondi.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\B04_The_current_landscape_of_the_mesenchymal_stromal_cell_secretome_a_new_paradigm_f.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\B04_The_current_landscape_of_the_mesenchymal_stromal_cell_secretome_a_new_paradigm_f.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\B05_Mesenchymal_stem_stromal_cell_derived_exosomes_for_immunomodulation_and_therapy_.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\B05_Mesenchymal_stem_stromal_cell_derived_exosomes_for_immunomodulation_and_therapy_.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\B06_Mesenchymal_stem_cell_secretome_therapy_on_inflammation_a_systematic_review.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\B06_Mesenchymal_stem_cell_secretome_therapy_on_inflammation_a_systematic_review.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\Breaking-the-Canon--Indirect-Regulation-of-Wnt-Sig.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\Breaking-the-Canon--Indirect-Regulation-of-Wnt-Sig.pdf,biomedical,review,med,Breaking the Canon: Indirect Regulation of Wnt Signaling in Mammary Stem Cells by MMP3,"mixed or weak signals; construction=none; building_context=none; contamination=protein, stem cell; climate=none"
input\pdfs\stem_cells_regen\Broadening-the-Indications-for-Hematopoietic-Stem-.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\Broadening-the-Indications-for-Hematopoietic-Stem-.pdf,biomedical,review,med,Broadening the Indications for Hematopoietic Stem Cell Genetic Therapies,"mixed or weak signals; construction=none; building_context=none; contamination=protein, stem cell; climate=none"
input\pdfs\stem_cells_regen\C01_Progress_and_challenges_in_developing_allogeneic_cell_therapies.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\C01_Progress_and_challenges_in_developing_allogeneic_cell_therapies.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\C02_Immune_editing_overcoming_immune_barriers_in_stem_cell_transplantation.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\C02_Immune_editing_overcoming_immune_barriers_in_stem_cell_transplantation.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\C03_Immunogenicity_and_tumorigenicity_of_pluripotent_stem_cells_and_their_derivative.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\C03_Immunogenicity_and_tumorigenicity_of_pluripotent_stem_cells_and_their_derivative.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\C04_Tumorigenicity_as_a_clinical_hurdle_for_pluripotent_stem_cell_therapies.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\C04_Tumorigenicity_as_a_clinical_hurdle_for_pluripotent_stem_cell_therapies.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\C05_Mechanisms_and_strategies_for_improvement_of_mesenchymal_stem_cell_homing.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\C05_Mechanisms_and_strategies_for_improvement_of_mesenchymal_stem_cell_homing.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\C06_Homing_and_migration_of_mesenchymal_stromal_cells_how_to_improve_the_efficacy_of.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\C06_Homing_and_migration_of_mesenchymal_stromal_cells_how_to_improve_the_efficacy_of.pdf,biomedical,skip,high,(anonymous),"strong biomedical contamination: assay, biological sample, stem cell"
input\pdfs\stem_cells_regen\Chemical-Approaches-to-Stem-Cell-Biology-and-Thera.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\Chemical-Approaches-to-Stem-Cell-Biology-and-Thera.pdf,biomedical,review,med,Chemical Approaches to Stem Cell Biology and Therapeutics,mixed or weak signals; construction=none; building_context=none; contamination=stem cell; climate=none
input\pdfs\stem_cells_regen\DNA-Demethylation-in-Pluripotency-and-Reprogrammin.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\DNA-Demethylation-in-Pluripotency-and-Reprogrammin.pdf,biomedical,review,med,DNA Demethylation in Pluripotency and Reprogramming: The Role of Tet Proteins and Cell Division,"mixed or weak signals; construction=none; building_context=none; contamination=protein, stem cell; climate=none"
input\pdfs\stem_cells_regen\FGF-Signaling-Inhibition-in-ESCs-Drives-Rapid-Geno.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\FGF-Signaling-Inhibition-in-ESCs-Drives-Rapid-Geno.pdf,biomedical,review,med,FGF Signaling Inhibition in ESCs Drives Rapid Genome-wide Demethylation to the Epigenetic Ground State of Pluripotency,"mixed or weak signals; construction=none; building_context=none; contamination=biological sample, stem cell; climate=none"
input\pdfs\stem_cells_regen\In-This-Issue_stem.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\In-This-Issue_stem.pdf,biomedical,review,med,In This Issue,mixed or weak signals; construction=none; building_context=none; contamination=stem cell; climate=none
input\pdfs\stem_cells_regen\Myeloproliferative-Neoplasia-Remodels-the-Endostea.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\Myeloproliferative-Neoplasia-Remodels-the-Endostea.pdf,biomedical,review,med,Myeloproliferative Neoplasia Remodels the Endosteal Bone Marrow Niche into a Self-Reinforcing Leukemic Niche,mixed or weak signals; construction=none; building_context=none; contamination=stem cell; climate=none
input\pdfs\stem_cells_regen\Reprogramming-Fibroblasts-into-Bipotential-Hepatic.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\Reprogramming-Fibroblasts-into-Bipotential-Hepatic.pdf,biomedical,review,med,Reprogramming Fibroblasts into Bipotential Hepatic Stem Cells by Defined Factors,mixed or weak signals; construction=none; building_context=none; contamination=stem cell; climate=none
input\pdfs\stem_cells_regen\Reprogramming-of-Human-Fibroblasts-to-Pluripotency.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\Reprogramming-of-Human-Fibroblasts-to-Pluripotency.pdf,biomedical,review,med,Reprogramming of Human Fibroblasts to Pluripotency with Lineage Specifiers,"mixed or weak signals; construction=none; building_context=none; contamination=biological sample, stem cell; climate=none"
input\pdfs\stem_cells_regen\Sinister-Symbiosis--Pathological-Hematopoietic-Str.pdf,main_pdfs_corrected\biomedical\review\pdfs\stem_cells_regen\Sinister-Symbiosis--Pathological-Hematopoietic-Str.pdf,biomedical,review,med,Sinister Symbiosis: Pathological Hematopoietic-Stromal Interactions in CML,mixed or weak signals; construction=none; building_context=none; contamination=stem cell; climate=none
input\pdfs\stem_cells_regen\Whole-Genome-Bisulfite-Sequencing-of-Two-Distinct-.pdf,main_pdfs_corrected\biomedical\skip\pdfs\stem_cells_regen\Whole-Genome-Bisulfite-Sequencing-of-Two-Distinct-.pdf,biomedical,skip,high,Whole-Genome Bisulfite Sequencing of Two Distinct Interconvertible DNA Methylomes of Mouse Embryonic Stem Cells,"strong biomedical contamination: biological sample, protein, stem cell"
